organization;top 3 repo;stars_count;languages;ros_repos;name_parts
hopetechnik;['pypyodbc', 'moveit', 'urg_node', 'psen_scan', 'gzweb'];0;['Python', 'Shell', 'C', 'CSS', 'HTML', 'JavaScript', 'CMake', 'GDB', 'C++', 'Batchfile', 'Makefile'];[];['pypyodbc', 'moveit', 'urg', 'node', 'psen', 'scan', 'gzweb']
sevensense-robotics;['core_research_manual', 'alphasense_stereo_demo', 'alphasense_acp_bridge', 'image_anomalies_dataset', 'frontend_interview'];72;['Python', 'TypeScript', 'HTML', 'Kaitai Struct', 'JavaScript', 'CMake', 'C++'];[];['core', 'research', 'manual', 'alphasense', 'stereo', 'demo', 'image', 'anomalies', 'dataset', 'alphasense', 'acp', 'bridge', 'frontend', 'interview']
shadow-robot;['ros_ethercat', 'sr-build-tools', 'sr-ros-interface', 'sr-ros-interface-ethercat', 'sr-ronex'];190;['Python', 'Shell', 'Forth', 'Objective-C', 'Brainfuck', 'TeX', 'CMake', 'GAP', 'Dockerfile', 'EmberScript', 'C++', 'C', 'Makefile'];['sr-ros-interface', 'sr-ros-interface-ethercat', 'ros-workshop', 'simox_ros', 'gazebo_ros_pkgs', 'ros_ethercat', 'sr-ros-interface-release', 'sr-ros-interface-ethercat-release'];['sr', 'ros', 'interface', 'sr', 'ros', 'interface', 'ethercat', 'sr', 'config', 'sr', 'teleop', 'sr', 'visualization', 'sr', 'ethercat', 'user', 'manual', 'sr', 'manipulation', 'sr', 'contrib', 'sr', 'demo', 'sr', 'build', 'tools', 'taco', 'sr', 'taco', 'denso', 'csv', 'to', 'urdf', 'pr2', 'robot', 'sr', 'ronex', 'pr2', 'mechanism', 'ros', 'workshop', 'sr', 'ronex', 'release', 'simox', 'ros', 'rqt', 'common', 'plugins', 'gazebo', 'ros', 'pkgs', 'ros', 'ethercat', 'tabletop', 'diagnostics', 'sr', 'config', 'release', 'sr', 'ros', 'interface', 'release', 'sr', 'ros', 'interface', 'ethercat', 'release', 'sr', 'visualization', 'release', 'ar', 'tools']
YDLIDAR;['YDLidar-SDK', 'ydlidar_ros_driver', 'ydlidar_ros2_driver', 'ydlidar_arduino', 'compensator'];363;['Yacc', 'OCaml', 'CMake', 'SWIG', 'Scheme', 'GDB', 'C++', 'Pike', 'C', 'C#', 'Ruby', 'HTML', 'JavaScript', 'Makefile', 'Python', 'Shell', 'M4', 'Batchfile', 'Objective-C', 'Perl', 'Assembly', 'CSS', 'Starlark'];['ydlidar_ros2', 'etlidar_ros', 'ydlidar_ros_driver', 'ydlidar_ros2_driver', 'EaiRosForRap', 'EaiRosForGS2', 'TIA_ros_driver', 'LIDAR_ros_driver', 'LIDAR_ros2_driver'];['sdk', 'ydlidar', 'ros2', 'ydlidar', 'lcm', 'ydlidar', 'arduino', 'Interactive', 'etlidar', 'sdk', 'etlidar', 'ros', 'Serial', 'Tools', 'ydlidar', 'tutorials', 'lidar', 'Car', 'YDLidar', 'SDK', 'ydlidar', 'ros', 'driver', 'Jig', 'Software', 'ydlidar', 'ros2', 'driver', 'compensator', 'swig', 'ydlidar', 'apollo', 'driver', 'S2', 'Pro', 'Eai', 'Ros', 'For', 'Rap', 'Eai', 'Ros', 'For', 'G', 'S2', 'Eai', 'Sdk', 'For', 'G', 'S2', 'TIA', 'SDK', 'TIA', 'ros', 'driver', 'TEA', 'SDK', 'LIDAR', 'ros', 'driver', 'LIDAR', 'SDK', 'LIDAR', 'ros2', 'driver']
shield-ai;['csm', 'janus-gateway', 'jetson-inference', 'rtlizer', 'cpulimit'];5;['MATLAB', 'Cuda', 'CMake', 'EmberScript', 'ApacheConf', 'C++', 'C', 'C#', 'Ruby', 'Logos', 'HTML', 'JavaScript', 'Visual Basic', 'Fortran', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'M4', 'Batchfile', 'Objective-C', 'Inno Setup', 'NSIS', 'Assembly', 'CSS'];['ros_comm'];['csm', 'janus', 'gateway', 'cpulimit', 'Bootloader', 'jetson', 'inference', 'github', 'pullrequest', 'resource', 'laser', 'geometry', 'geographiclib', 'ceres', 'solver', 'concourse', 'rsync', 'resource', 'github', 'status', 'resource', 'binary', 'star', 'git', 'resource', 'tpm2', 'tools', 'tpm2', 'tss', 'tpm2', 'abrmd', 'tboot', 'rtlizer', 'sys', 'stats', 'bag', 'database', 'ros', 'comm', 'graphene', 'sqlalchemy', 'webhooks', 'distance', 'transform', 'Dope', 'Vector']
SICKAG;['sick_scan', 'sick_scan_xd', 'sick_safetyscanners', 'sick_scan2', 'sick_safetyscanners2'];553;"['Python', 'Shell', 'Java', ""Cap'n Proto"", 'C#', 'C', 'TypeScript', 'CSS', 'HTML', 'JavaScript', 'CMake', 'PowerShell', 'C++', 'Batchfile', 'Starlark', 'Makefile']";[];['gui', 'check', 'libsick', 'ldmrs', 'sick', 'ldmrs', 'laser', 'sick', 'scan', 'sick_scan', 'release', 'sick', 'scan2', 'sick', 'safetyscanners', 'sick_safetyscanners', 'release', 'Definitely', 'Typed', 'sick', 'line', 'guidance', 'sick_line_guidance', 'release', 'commute', 'logger', 'sick', 'scan', 'base', 'sick_scan2', 'release', 'Constraints', 'Network', 'sick', 'safetyscanners', 'base', 'sick', 'lidar', 'localization', 'consolectrl', 'C', 'P210x', 'Relay', 'sick', 'safetyscanners', 'isaac', 'sick_safetyscanners_base', 'release', 'sick_safetyscanners2', 'release', 'sick_safetyscanners2_interfaces', 'release', 'sick', 'safetyscanners2', 'sick', 'safetyscanners2', 'interfaces', 'sick', 'scan', 'xd', 'msgpack11', 'collage', 'SICK', 'Solution', 'Hackathon', 'SICK', 'AppSpace', 'SDK', 'Docs']
siemens;['jailhouse', 'codeface', 'restapidoc', 'xenomai', 'u-boot'];1937;['MATLAB', 'Smalltalk', 'Haskell', 'Rust', 'Haxe', 'ActionScript', 'Yacc', 'OCaml', 'LLVM', 'CMake', 'Dockerfile', 'Pawn', 'SmPL', 'Dart', 'C++', 'GDB', 'C', 'C#', 'Ruby', 'UnrealScript', 'HTML', 'ASL', 'JavaScript', 'Raku', 'GAP', 'R', 'Groovy', 'Emacs Lisp', 'Pascal', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'D', 'Go', 'M4', 'Smarty', 'Clojure', 'sed', 'Erlang', 'Roff', 'Tcl', 'XS', 'Batchfile', 'Lex', 'XSLT', 'Objective-C', 'Gherkin', 'Prolog', 'Vim Script', 'Swift', 'GLSL', 'PHP', 'NSIS', 'Thrift', 'Lua', 'Perl', 'Assembly', 'CSS'];[];['testswarm', 'Keyboard', 'tstomp', 'linux', 'mongoose', 'tslib', 'android', 'x86', 'siemens', 'libconnman', 'qt', 'qemu', 'AS', 'Lan', 'PP', 'Connector', 'u', 'boot', 'thrift', 'jquery', 'ui', 'codeface', 'jailhouse', 'django', 'dingos', 'django', 'mantis', 'openioc', 'importer', 'django', 'mantis', 'stix', 'importer', 'django', 'mantis', 'core', 'django', 'mantis', 'iodef', 'importer', 'spdx', 'tools', 'sparring', 'omniproperties', 'python', 'stix', 'python', 'cybox', 'xenomai', 'restapidoc', 'django', 'dingos', 'authoring', 'django', 'mantis', 'authoring', 'openembedded', 'core']
SimbeRobotics;['realsense-ros', 'github-tag-action', 'rtl8822bu', 'docker-pgbouncer'];0;['Python', 'Shell', 'Objective-C', 'CMake', 'Dockerfile', 'C++', 'C', 'Makefile'];['realsense-ros'];['realsense', 'ros', 'github', 'tag', 'action', 'rtl8822bu', 'docker', 'pgbouncer']
logiticks;['Remotely'];0;['Shell', 'C#', 'TypeScript', 'HTML', 'JavaScript', 'PowerShell', 'CSS', 'Makefile'];[];['Remotely']
skarvtech;['uwrosys', 'uuv_simulator', 'DomainModelsRepositories', 'ComponentRepository', 'uuv_manipulators'];0;['Python', 'Shell', 'Objective-C', 'Common Lisp', 'RPC', 'GLSL', 'CSS', 'HTML', 'CMake', 'Dockerfile', 'Batchfile', 'Lua', 'C++', 'Assembly', 'C', 'Makefile'];[];['uwrosys', 'uuv', 'simulator', 'Domain', 'Models', 'Repositories', 'Component', 'Repository', 'uuv', 'manipulators', 'ArduinoCore', 'avr', 'septentrio', 'vendor']
Skycatch;['node-box', 'acopio-api', 'acopio-ui', 'model-trainer-image-marker', 'photoset-grapher'];48;['Python', 'Shell', 'Haskell', 'Java', 'Cuda', 'Go', 'C', 'HTML', 'TeX', 'JavaScript', 'CMake', 'Dockerfile', 'QMake', 'C++', 'CSS', 'Makefile'];[];['node', 'box', 'geomag', 'exif', 'parser', 'exec', 'thunk', 'ptolemy', 'Leaflet.draw.drag', 'Leaflet.label', 'obj2gltf', 'tasque', 'go', 'go', 'srtm', 'downloader', 'lidar2dems', 'Onboard', 'SDK', 'libsbp', 'convert', 'units', 'lab', 'markdown', 'reporter', 'acopio', 'api', 'acopio', 'ui', 'model', 'trainer', 'image', 'marker', 'docker', 'jnlp', 'slave', 'terraform', 'jnlp', 'slave', 'jenkins', 'datadog', 'plugin', 's3', 'downloader', 'dynamo', 'backup', 'to', 's3', 'Line3', 'Dpp', 'libuvc', 'photoset', 'grapher', 'child', 'process', 'promise', 'redis', 'commands', 'node', 'redis', 'now', 'github', 'starter']
AYTroblab;['publications', 'cartographer', 'cartographer_ros'];0;['Python', 'Shell', 'C', 'GLSL', 'CMake', 'Lua', 'C++', 'Groovy', 'Batchfile', 'XSLT'];['cartographer_ros'];['publications', 'cartographer', 'cartographer', 'ros']
slamcore;['acdc', 'slamcore-ros1-examples', 'slamcore-utils', 'semlaps', 'slamcore-ros2-docker'];72;['Jinja', 'CMake', 'Dockerfile', 'C++', 'C', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Go', 'Roff', 'RAML', 'Less', 'Jupyter Notebook', 'Pug', 'CSS'];['slamcore-ros2-docker', 'slamcore-ros2-examples', 'tracer_ros2'];['slamcore', 'ros1', 'examples', 'follow', 'waypoints', 'slamcore', 'ros2', 'docker', 'slamcore', 'dkms', 'slamcore', 'utils', 'acdc', 'Active', 'Stereo', 'Net', 'slamcore', 'ros2', 'examples', 'buildbot', 'source', 'navigation2', 'cmd', 'vel', 'mux', 'turtlebot4', 's3', 'cp', 'action', 'slamcore', 'python', 'rosboard', 'rosboard', 'client', 'vision', 'msgs', 'semlaps', 'uri', 'tracer', 'ros2', 'ssh', 'agent', 'action', 'cache', 'apt', 'pkgs', 'action', 'actions', 'poetry', 'pre', 'commit', 'action', 'markdownlint', 'markdown', 'link', 'check', 'sphinx', 'autobuild', 'rtw88']
sliQue-Inc;[];0;[];[];[]
SmallRobotCompany;['smallteacher', 'smallssd'];11;['Python'];[];['smallssd', 'smallteacher']
smartmicro;['smartmicro_ros2_radars'];44;['Python', 'Shell', 'CMake', 'Dockerfile', 'C++'];['smartmicro_ros2_radars'];['smartmicro', 'ros2', 'radars']
oxin-ros;['livox_laser_simulation', 'LIO-SAM', 'transform_pointcloud', 'ublox', 'Xavier_AGX_Stress_Test'];4;['Python', 'Shell', 'TypeScript', 'OCaml', 'CMake', 'Dockerfile', 'C++', 'C', 'Makefile'];['livox_ros_driver', 'ros-system-monitor', 'mpc_ros'];['ublox', 'Xavier', 'AGX', 'Stress', 'Test', 'livox', 'ros', 'driver', 'costmap', 'converter', 'move', 'base', 'flex', 'Livox', 'SDK', 'loam', 'livox', 'LIO', 'Livox', 'livox', 'horizon', 'loam', 'LIO', 'SAM', 'my', 'pointcloud', 'tools', 'axrosbag', 'transform', 'pointcloud', 'livox', 'laser', 'simulation', 'graph', 'slam', 'arduino', 'liquid', 'flow', 'ros', 'system', 'monitor', 'cloud', 'accumulator', 'mpc', 'ros', 'adaptive', 'clustering', 'livox', 'mapping', 'yolov5', 'pip', 'docker', 'ansible', 'kinesisvideo', 'ros1', 'dynamic', 'obstacle', 'layer', 'jetson', 'containers', 'vision', 'opencv', 'gscam', 'perception', 'pcl', 'rosbag', 'uploader', 'ros1']
SNCFdevelopers;['API-trains-sncf', 'bootstrap-sncf', 'wcs', 'Pypixgrid', 'proj4las'];103;['Python', 'Shell', 'Ruby', 'SCSS', 'TypeScript', 'HTML', 'JavaScript', 'PLpgSQL', 'Dockerfile', 'C++', 'MDX', 'CSS', 'Makefile'];[];['proj4las', 'articles', 'infra', 'validation', 'sncf', 'transilien', 'API', 'trains', 'sncf', 'Pypixgrid', 'bootstrap', 'sncf', 'wcs', 'flatpickr', 'wcs', 'cdk', 'bootstrap', 'sncf', 'doc', 'int', 'bootstrap', 'sncf', 'doc', 'ext', 'angular', 'bootstrap', 'sncf', 'icon', 'builder', 'sncf', 'public', 'apis', 'wcs', 'stackblitz', 'starter', 'Mon', 'eCarbone', 'ngx', 'piano']
softbankrobotics-research;['qibullet', 'aruco', 'sbre_robot_ros_gentoo_prefix', 'qi-gym', 'naoqi_driver'];187;['Python', 'Shell', 'Cuda', 'Objective-C', 'HCL', 'HTML', 'Jupyter Notebook', 'CMake', 'QMake', 'Batchfile', 'Roff', 'Lua', 'Dockerfile', 'C++', 'C', 'Makefile'];['darknet_ros', 'sbre_robot_ros_gentoo_prefix'];['aruco', 'dmpbbo', 'naoqi', 'driver', 'naoqi', 'bridge', 'msgs', 'depthimage', 'to', 'laserscan', 'openpose', 'Py', 'Open', 'Pose', 'qibullet', 'pepper', 'moveit', 'config', 'simox', 'cgal', 'Simox', 'darknet', 'ros', 'sbre', 'robot', 'ros', 'gentoo', 'prefix', 'qi', 'gym', 'simple', 'ns', 'learn', 'spatial', 'structure', 'learn', 'masked', 'body', 'image', 'taxons', 'NeurIPS19', 'SBDRL', 'Generative', 'Continual', 'Learning', 'hand', 'gesture']
solectrix;[];0;[];[];[]
Solid-State-of-Mind-Inc;['linux-install-scripts', 'leo_ui', 'image_transport_plugins', 'leo_navigation_tutorial', 'sphero_ros2'];1;['Jinja', 'CMake', 'Dockerfile', 'PowerShell', 'C++', 'C', 'ShaderLab', 'C#', 'Mathematica', 'HTML', 'JavaScript', 'QMake', 'Awk', 'Python', 'Shell', 'Java', 'Objective-C++', 'Roff', 'Tcl', 'Batchfile', 'Objective-C', 'HLSL', 'GLSL', 'Jupyter Notebook', 'Lua', 'Scala', 'CSS'];['sphero_ros2', 'ZeroSimROSUnity'];['leo', 'ui', 'image', 'transport', 'plugins', 'leo', 'navigation', 'tutorial', 'sphero', 'ros2', 'email', 'signature', 'core2', 'firmware', 'leo', 'robot', 'leo', 'simulator', 'Zero', 'Sim', 'ROS', 'Unity', 'tensil', 'cmake', 'library', 'example', 'linux', 'install', 'scripts', 'o3de']
getsomatic;['rviz_vive_plugin', 'aubo_robot', 'rviz_vive_plugin_msgs', 'rplidar_ros', 'urdfdom'];5;['Python', 'Shell', 'Java', 'Jupyter Notebook', 'CMake', 'EmberScript', 'Batchfile', 'Dockerfile', 'Lua', 'C++', 'C', 'Makefile'];['rplidar_ros', 'xarm_ros', 'serial-ros2', 'ros2_intel_realsense', 'ros2_java', 'ros2_android'];['rviz', 'vive', 'plugin', 'aubo', 'robot', 'rviz', 'vive', 'plugin', 'msgs', 'rplidar', 'ros', 'urdfdom', 'urdfdom', 'headers', 'xarm', 'ros', 'serial', 'ros2', 'ros2', 'intel', 'realsense', 'ros2', 'java', 'ros2', 'android', 'image', 'transport', 'plugins', 'rosbag2', 'kdl', 'parser', 'xArm', 'CPLUS', 'SDK', 'launch', 'docker', 'ubuntu', 'steamvr']
sony;['sonyflake', 'gobreaker', 'nnabla', 'v8eval', 'ai-research-code'];11596;['Cuda', 'Haskell', 'CMake', 'Dockerfile', 'SWIG', 'C++', 'GDB', 'C', 'C#', 'Ruby', 'TypeScript', 'HTML', 'JavaScript', 'Emacs Lisp', 'Makefile', 'Python', 'Shell', 'Java', 'Go', 'M4', 'Smarty', 'Tcl', 'Batchfile', 'Objective-C', 'GLSL', 'PHP', 'Jupyter Notebook', 'Perl', 'Assembly', 'CSS', 'Cython'];[];['gobreaker', 'sonyflake', 'generator', 'cordova', 'plugin', 'devbed', 'cordova', 'plugin', 'cdp', 'nativebridge', 'v8eval', 'cdn', 'purge', 'control', 'php', 'huis', 'ui', 'creator', 'node', 'win', 'usbdev', 'pdaf', 'library', 'smarttennissensormp4meta', 'smarttennissensorsdk', 'openocd', 'nuttx', 'nnabla', 'ext', 'cuda', 'nnabla', 'easyhttpcpp', 'nmos', 'cpp', 'nmos', 'js', 'cdp', 'js', 'cdp', 'lib', 'cdp', 'cli', 'nnabla', 'examples', 'nnabla', 'c', 'runtime', 'mapray', 'js', 'typescript', 'fsa', 'redux', 'middleware', 'nnabla', 'doc', 'nnabla', 'dataset', 'uploader', 'appsync', 'client', 'go', 'isren', 'ai', 'research', 'code', 'nnabla', 'nas']
SouthieAutonomy;['ur_modern_driver', 'robot_self_filter', 'test_123', 'motoman', 'ros_astra_camera'];0;['Python', 'Shell', 'Objective-C', 'Cuda', 'Ruby', 'Meson', 'HTML', 'Jinja', 'CMake', 'C++', 'C', 'Starlark', 'Makefile'];['ros_astra_camera'];['ur', 'modern', 'driver', 'robot', 'self', 'filter', 'test', '123', 'motoman', 'ros', 'astra', 'camera', 'convert', 'STL', 'json']
swri-robotics-gbp;['novatel_gps_driver-release', 'marti_messages-release', 'marti_common-release', 'mapviz-release', 'swri_console-release'];2;[];[];['marti_messages', 'release', 'marti_common', 'release', 'mapviz', 'release', 'swri_console', 'release', 'imagezero_transport', 'release', 'gps_umd', 'release', 'swri_profiler', 'release', 'novatel_gps_driver', 'release', 'qt_metapackages', 'release', 'os1_driver', 'release', 'geos_cmake_module', 'release']
spacetimelabs;['awsvault', 'new_resources', 'notebooks', 'vaga-geo-python', 'aws-secrets-sync'];11;['Python', 'MATLAB', 'Shell', 'HCL', 'HTML', 'Jupyter Notebook', 'JavaScript', 'Vue', 'Dockerfile', 'Batchfile', 'Mako', 'Roff', 'PowerShell', 'C++', 'CSS', 'Emacs Lisp', 'Makefile'];[];['boradask', 'octaveplay', 'notebooks', 'sentinel2', 'grid', 'mapnik', 'python', 'mapnik', 'docker', 'python', 'gdal', 'docker', 'python', 'mapnik', 'Tile', 'Stache', 'vuejs', 'upload', 'field', 'docker', 'gdal', 'matlab', 'docker', 'matlab', 'runtime', 'deploytools', 'celery', 'asg', 'vaga', 'geo', 'python', 'awsvault', 'raster2tiles', 'aws', 'secrets', 'sync', 'falcon', 'confiante', 'ansible', 'docker', 'new', 'resources', 'devops', 'vaga', 'gamejam', 'v0', 'cookiecutter', 'flask', 'backend', 'Teleportate', 'JS', 'hellocelery', 'zarr', 'python', 'connexion', 'sqlalchemy', 'utils']
Spinbotics-s-r-o;['ros2_control', 'ros2_controllers', 'moveit_task_constructor', 'moveit2', 'bio_ik'];0;['Python', 'Shell', 'Meson', 'CSS', 'TeX', 'HTML', 'JavaScript', 'CMake', 'Dockerfile', 'NASL', 'GDB', 'C++', 'C'];['ros2_control', 'ros2_controllers'];['ros2', 'control', 'ros2', 'controllers', 'moveit', 'task', 'constructor', 'moveit2', 'bio', 'ik', 'aws', 'greengrass', 'cloudwatch', 'metrics', 'stomp', 'moveit', 'stomp', 'moveit', 'msgs', 'control', 'msgs', 'pistache']
squarerobot;['bagger', 'uuv_simulator', 'rosdistro', 'bagger-release', 'octomap_mapping'];2;['Python', 'Shell', 'C#', 'GLSL', 'CMake', 'EmberScript', 'Dockerfile', 'C++'];['ros-sharp'];['bagger', 'uuv', 'simulator', 'rosdistro', 'bagger', 'release', 'octomap', 'mapping', 'robot', 'upstart', 'image', 'pipeline', 'frontier', 'exploration', 'docker', 'dns', 'gen', 'ros', 'sharp', 'tf2', 'urdf', 'system', 'monitor']
ST-ROBOTICS;[];0;[];[];[]
starship-technologies;['bag_rdr', 'gobag', 'common_cxx', 'bagrec'];50;['Go', 'Meson', 'Yacc', 'C++', 'CMake', 'Ragel', 'Makefile'];[];['gobag', 'bag', 'rdr', 'bagrec', 'common', 'cxx']
Stellantis;['api-standards', 'stellantis.github.io', 'PSA_Group_Postman_Collection', 'psa-business-theme', 'sonarqube-cleanup-cli'];74;['Python', 'Shell', 'Sass', 'Java', 'Ruby', 'SCSS', 'HTML', 'JavaScript', 'Batchfile', 'CSS'];[];['PSA', 'Group', 'Postman', 'Collection', 'api', 'standards', 'psa', 'business', 'theme', 'stellantis.github.io', 'sonarqube', 'cleanup', 'cli', 'Smp', 'Appi', 'OS', 'boto', 'hackathon', 'events', 'website']
stereolabs;['zed-sdk', 'zed-ros-wrapper', 'zed-unity', 'zed-python-api', 'zed-ros2-wrapper'];3099;['MATLAB', 'Cuda', 'CMake', 'Dockerfile', 'EmberScript', 'C++', 'ShaderLab', 'C', 'C#', 'HTML', 'TeX', 'JavaScript', 'Makefile', 'Python', 'Shell', 'Batchfile', 'HLSL', 'Jupyter Notebook', 'CSS', 'Cython'];['zed-ros-wrapper', 'zed-ros2-wrapper', 'zed-ros-examples', 'zed-ros2-examples'];['zed', 'ros', 'wrapper', 'zed', 'opencv', 'zed', 'pcl', 'zed', 'oculus', 'zed', 'multi', 'camera', 'zed', 'matlab', 'zed', 'tracking', 'viewer', 'zed', 'sdk', 'zed', 'unity', 'zed', 'python', 'api', 'zed', 'unreal', 'plugin', 'zed', 'unreal', 'examples', 'zed', 'opengl', 'zed', 'opencv', 'native', 'zed', 'docker', 'zed', 'yolo', 'zed', 'tensorflow', 'zed', 'ros2', 'wrapper', 'zed', 'aruco', 'zed', 'openpose', 'zed', 'pytorch', 'zed', 'ros', 'examples', 'kalibr', 'zed', 'open', 'capture', 'zed', 'csharp', 'api', 'zed', '3d', 'social', 'distancing', 'zed', 'gstreamer', 'zed', 'ros2', 'examples', 'zed', 'openni', 'zed', 'hub', 'examples']
STMicroelectronics;['STMems_Standard_C_drivers', 'meta-st-stm32mp', 'STBLESensor_Android', 'STM32MPU_EmbSW_Overall_Offer', 'linux'];1983;['MATLAB', 'Rust', 'Yacc', 'BitBake', 'CMake', 'Dockerfile', 'Pawn', 'SmPL', 'C++', 'GDB', 'C', 'Kotlin', 'Ruby', 'UnrealScript', 'HTML', 'ASL', 'TeX', 'Raku', 'JavaScript', 'Awk', 'Python', 'Shell', 'Makefile', 'Java', 'M4', 'Smarty', 'Clojure', 'sed', 'Roff', 'NASL', 'XS', 'Tcl', 'Batchfile', 'Lex', 'Objective-C', 'Gherkin', 'Swift', 'GLSL', 'Handlebars', 'Lua', 'Perl', 'Assembly', 'CSS'];[];['BlueSTSDK', 'iOS', 'BlueSTSDK', 'Android', 'ST', 'Microelectronics.github.io', 'STMems', 'Android', 'Sensor', 'HAL', 'Input', 'STMems', 'Linux', 'Input', 'drivers', 'STBLESensor', 'iOS', 'STBLESensor', 'Android', 'STMems', 'Linux', 'IIO', 'drivers', 'STMems', 'Android', 'Sensor', 'HAL', 'IIO', 'STMems', 'Standard', 'C', 'drivers', 'arm', 'trusted', 'firmware', 'BlueSTSDK', 'Python', 'EdgeSTSDK', 'Python', 'STMems', 'Platform1', 'IIO', 'LDD', 'STMems', 'Platform1', 'IIO', 'SensorHAL', 'STNFCSensor', 'Android', 'STNFCSensor', 'iOS', 'oe', 'manifest', 'meta', 'st', 'openstlinux', 'meta', 'st', 'stm32mp', 'meta', 'st', 'stm32mp', 'addons', 'meta', 'st', 'scripts', 'gcnano', 'binaries', 'ST', 'M32', 'Cube', 'M', 'P1', 'u', 'boot', 'optee', 'os', 'linux', 'devicetree', 'addons', 'linux', 'examples', 'STM32MPU', 'EmbSW', 'Overall', 'Offer']
StoglRobotics;['ros_team_workspace', 'modbus_hardware_interface', 'sr_ros2_blender_tools', 'sr_ros2_python_utils', 'CtrlX_ros2_control_base'];110;['Python', 'Shell', 'CMake', 'Dockerfile', 'C++', 'C'];['ros_team_workspace', 'ros_team_ws_internal_assets_template', 'snap_ros2_extensions', 'sr_ros2_python_utils', 'CtrlX_ros2_control_base', 'sr_ros2_blender_tools'];['sphinx', 'pages', 'ros', 'team', 'workspace', 'ros', 'team', 'ws', 'internal', 'assets', 'template', 'snap', 'ros2', 'extensions', 'sr', 'ros2', 'python', 'utils', 'CtrlX', 'ros2', 'control', 'base', 'sr', 'ros2', 'blender', 'tools', 'CtrlX', 'data', 'layer', 'sr', 'manipulation', 'modbus', 'hardware', 'interface', 'sr', 'manipulation', 'interfaces', 'motoros2', 'hw', 'interfaces']
StratomInc;['traversability_estimation', 'camera_aravis', 'filters', 'grid_map', 'teb_local_planner'];6;['Python', 'Shell', 'HTML', 'Jupyter Notebook', 'CMake', 'Dockerfile', 'AMPL', 'C++', 'C', 'Makefile'];['denso_robot_ros', 'ros_scxml', 'ROS-MSCL', 'ros2_controllers', 'gazebo_ros2_control'];['velodyne', 'abb', 'experimental', 'abb', 'denso', 'robot', 'ros', 'camera', 'aravis', 'ros', 'scxml', 'ROS', 'MSCL', 'aruco', 'hri', 'safe', 'remote', 'control', 'system', 'fake', 'joint', 'velodyne', 'simulator', 'hector', 'gazebo', 'twist', 'mux', 'hokuyo3d', 'sick', 'tim', 'ros2', 'controllers', 'laser', 'assembler', 'serial', 'robot', 'cal', 'tools', 'dr', 'eigen', 'perception', 'pcl', 'filters', 'grid', 'map', 'image', 'common', 'gazebo', 'ros2', 'control', 'teb', 'local', 'planner', 'traversability', 'estimation', 'fuse', 'LIO', 'SAM', 'navigation2']
streetdrone-home;['SD-TwizyModel', 'SD-VehicleInterface', 'Autoware', 'sbg_ros2_driver', 'simulation'];46;['Python', 'Cuda', 'Shell', 'Java', 'CSS', 'HTML', 'JavaScript', 'CMake', 'QMake', 'Dockerfile', 'C++', 'C', 'Makefile'];['sbg_ros2_driver', 'ros2_ouster_drivers', 'oxts_ros2_driver'];['Autoware', 'SD', 'TwizyModel', 'SD', 'VehicleInterface', 'simulation', 'LIO', 'SAM', 'core', 'planning', 'ade', 'neovim', 'ade', 'vscode', 'Aslan', 'Carla', 'sd', 'sockets', 'sbg', 'ros2', 'driver', 'perception', 'pcl', 'Open', 'PC', 'Det', 'distance', 'transform', 'Dope', 'Vector', 'ros2', 'ouster', 'drivers', 'velodyne', 'oxts', 'ros2', 'driver', 'slack', 'greeter', 'balena', 'block', 'ntripclient', 'balena', 'block', 'nm', 'dbus', 'balena', 'block']
SundanceMultiprocessorTechnology;['VCS-1', 'VCS-junior', 'Realsense-Data-Collection', 'VCS-2', 'PCIE104Z'];18;['BitBake', 'LLVM', 'CMake', 'SWIG', 'Dockerfile', 'C++', 'C', 'CartoCSS', 'Stata', 'Forth', 'Ada', 'Verilog', 'TypeScript', 'HTML', 'VHDL', 'JavaScript', 'SystemVerilog', 'Pascal', 'Makefile', 'Python', 'Shell', 'Tcl', 'PureBasic', 'Batchfile', 'V', 'Assembly'];[];['VCS', '1', 'VCS', '2', 'PCI', 'E104', 'Z', 'vcss', 'docker', 'vitis', 'ai', 'VCS', 'junior', 'ROB', 'O96', 'V2', 'Realsense', 'Data', 'Collection', 'XOHWC', 'SundanceVCS1', 'Power', 'Profiling', 'keras', 'YOLOv3', 'model', 'set', 'template', 'test', 'EM', 'C2']
SvenzvaRobotics;['svenzva_ros', 'mx_dynamixel', 'raapps', 'geminid_gripper'];8;['Python', 'Shell', 'CMake', 'nesC', 'C++'];['svenzva_ros'];['svenzva', 'ros', 'mx', 'dynamixel', 'raapps', 'geminid', 'gripper']
