organization;description;twitter_link;repo_name;repo_stars;repo_topics;repo_languages;repo_half_year_commits;repo_last_commit_date
 ; ; ;pipeline_planner_open;0;[];('C++: 82.02723467387273%, Cuda: 14.405310685711259%, CMake: 2.027083286024631%, Python: 1.540371354391383%',);0;2019-07-04T07:02:13Z
seasony-org;;;;;;;;
 ; ; ;Adafruit_CircuitPython_BNO055;0;[];('Python: 100.0%',);0;2020-10-12T13:56:05Z
 ; ; ;navigation2;0;[];('C++: 84.73103294642418%, Python: 7.608278008173359%, CMake: 3.7638377658219597%, C: 2.729734326984431%, Shell: 0.6522454287127867%, Dockerfile: 0.5148715238832866%',);0;2021-07-08T09:31:07Z
 ; ; ;rplidar_ros2;0;[];('C++: 88.90817356205852%, C: 8.173562058526741%, Python: 2.0060544904137236%, CMake: 0.5417327374945942%, Shell: 0.37047715150641486%',);0;2021-04-26T11:35:14Z
 ; ; ;filters;0;[];('C++: 96.64756548345449%, CMake: 3.352434516545516%',);0;2020-02-07T06:30:31Z
 ; ; ;laser_filters;0;[];('C++: 88.28067644672274%, Python: 9.471155703816283%, CMake: 2.2481678494609807%',);0;2020-06-03T18:50:30Z
 ; ; ;roboclaw_python_library;0;[];('Python: 100.0%',);0;2021-02-03T13:16:27Z
 ; ; ;realsense-ros;0;[];('Python: 50.587044646362976%, C++: 44.60848020971016%, EmberScript: 2.5746456440347085%, CMake: 2.2298294998921584%',);0;2022-04-28T09:23:24Z
 ; ; ;ros2_aruco;0;[];('Python: 99.22936069072566%, CMake: 0.77063930927435%',);0;2022-08-24T12:10:06Z
 ; ; ;laser_geometry;0;[];('C++: 82.72824770113802%, Python: 15.771285575261663%, CMake: 1.5004667236003257%',);0;2021-02-05T05:36:56Z
 ; ; ;sick_scan2;0;[];('C++: 96.14096040280901%, Python: 2.2513529163495547%, Shell: 0.9132825271578688%, CMake: 0.6944041536835615%',);0;2021-04-26T09:44:18Z
 ; ; ;slam_toolbox;0;[];('C++: 90.11413200407289%, CMake: 7.741385527437411%, Python: 1.1490568670550738%, C: 0.8857284567380158%, Dockerfile: 0.10969714469661279%',);0;2022-03-21T19:55:56Z
 ; ; ;rf2o_laser_odometry;0;[];('C++: 94.10814839350779%, CMake: 3.3123550844650547%, Python: 2.5794965220271613%',);0;2021-02-23T09:25:29Z
 ; ; ;ros2_laser_scan_matcher;0;[];('C++: 96.46859217171718%, CMake: 3.5314078282828283%',);0;2021-05-26T09:16:36Z
 ; ; ;robot_localization;0;[];('C++: 97.41601461837605%, CMake: 2.453380499461182%, Shell: 0.13060488216277%',);0;2021-06-03T09:46:56Z
 ; ; ;geographic_info;0;[];('C++: 49.846406328900855%, Python: 47.31631880154856%, CMake: 2.8372748695505807%',);0;2021-06-04T17:37:05Z
 ; ; ;ueye_cam;0;[];('C++: 86.19772255541668%, CMake: 10.108023806520418%, Python: 3.6942536380629107%',);0;2021-07-15T05:02:36Z
 ; ; ;EigenRand;0;[];('C++: 90.88195055731724%, CSS: 7.413220773986913%, HTML: 0.8158254764505626%, Python: 0.7333679778557869%, C: 0.15563521438949635%',);0;2022-10-19T14:00:58Z
 ; ; ;depthai-ros;0;[];('C++: 82.69151782245262%, CMake: 11.593752428316108%, Python: 5.267364541589423%, Shell: 0.4473652076418414%',);0;2022-06-23T03:34:09Z
 ; ; ;depthai-ros-examples;0;[];('C++: 68.0712619300106%, Python: 28.607847295864264%, CMake: 3.3208907741251323%',);0;2022-10-14T13:18:08Z
 ; ; ;py_trees;0;[];('Python: 99.1391156242287%, Shell: 0.5515751663390358%, Makefile: 0.3093092094322679%',);0;2022-09-26T14:29:23Z
 ; ; ;sick_scan_xd;0;[];('C++: 94.19328852491724%, Python: 2.2201860133289393%, C: 1.5866280814446823%, Shell: 1.3065925295320076%, Batchfile: 0.4064279861409407%, CMake: 0.2868768646361989%',);0;2023-05-15T06:50:45Z
sec-airgraph;;;;;;;;
 ; ; ;AirGraph;5;[];('JavaScript: 70.00929371498528%, Java: 22.176614176461147%, CMake: 3.78928834030673%, Python: 1.1149658670588192%, HTML: 1.107547690941054%, Shell: 0.9722476233843306%, C++: 0.4971111102816854%, CSS: 0.32532667968035595%, Batchfile: 0.007604796900602039%',);0;2021-09-23T00:02:27Z
 ; ; ;AirGraph-doc;1;[];('HTML: 53.36582838080741%, JavaScript: 37.59979272262076%, CSS: 7.018687351221803%, Python: 2.0156915453500233%',);0;2020-05-14T06:19:03Z
 ; ; ;keras_ide_util;0;[];('Python: 100.0%',);0;2021-11-16T15:54:46Z
seedrobotics;;;;;;;;
 ; ; ;tinysafeboot;13;[];('VBA: 32.291768250143654%, Assembly: 26.341539527912513%, C#: 25.15629477487101%, FreeBasic: 9.51301443748134%, Visual Basic .NET: 5.274489182016087%, C++: 1.186144938929889%, C: 0.2367488886455053%',);0;2023-02-07T10:38:50Z
 ; ; ;usb2ax;0;[];('C: 67.10226676559255%, C++: 30.15755839439822%, C#: 1.935316910476922%, HTML: 0.4504334504380124%, Objective-C: 0.23465173212211346%, Python: 0.08837802070558921%, Batchfile: 0.017128166377948544%, Makefile: 0.014266559888654476%',);0;2017-10-30T19:51:40Z
 ; ; ;NICO-cad;0;[];('%',);0;2019-11-22T18:32:21Z
 ; ; ;NICO-software;0;[];('Python: 87.57760121001168%, C++: 6.553066477925528%, CMake: 3.1648398528206942%, Shell: 1.0256982048584684%, Makefile: 0.6583316770005672%, Batchfile: 0.6500904115300151%, Lua: 0.37037216585304367%',);0;2021-07-19T04:13:57Z
 ; ; ;AT42QT1070_demo;1;[];('C++: 100.0%',);0;2020-01-29T18:23:20Z
 ; ; ;SeedDynamixelBenchmarking;1;[];('C#: 100.0%',);0;2020-03-23T17:20:31Z
 ; ; ;DynamixelSDK;0;[];('C#: 24.87829195049446%, C++: 24.093716459342573%, Makefile: 13.27752840590202%, C: 11.549747061664991%, Python: 9.086451813071571%, MATLAB: 7.778720892542513%, Java: 6.852667676486131%, CSS: 0.9930557044499742%, JavaScript: 0.9763760261628164%, LabVIEW: 0.27970779978332183%, CMake: 0.23373621009962403%',);0;2021-05-06T19:19:33Z
 ; ; ;dynamixel-workbench;0;[];('C++: 95.97383954757515%, CMake: 4.026160452424854%',);0;2021-04-26T19:20:49Z
 ; ; ;dynamixel-workbench-msgs;0;[];('CMake: 100.0%',);0;2020-09-27T07:48:34Z
 ; ; ;open_manipulator_p;0;[];('C++: 93.60278966555714%, CMake: 6.262085909018862%, Shell: 0.13512442542399747%',);0;2021-07-08T16:51:55Z
 ; ; ;open_manipulator_msgs;0;[];('CMake: 100.0%',);0;2019-04-04T00:57:32Z
 ; ; ;open_manipulator_p_simulations;0;[];('CMake: 68.21436821436822%, C++: 31.785631785631786%',);0;2020-10-20T01:51:37Z
 ; ; ;robotis_manipulator;0;[];('C++: 98.22436493839692%, CMake: 1.7401110829174773%, C: 0.035523978685612786%',);0;2020-09-27T08:59:37Z
 ; ; ;ros_fts;0;[];('Python: 56.73171309616491%, C++: 24.49226551128863%, CMake: 14.752225569508852%, Shell: 4.023795823037606%',);0;2022-08-04T16:46:18Z
 ; ; ;ros_robothands;4;[];('Python: 38.2526101615333%, C++: 36.62377806616539%, Common Lisp: 15.376182805866586%, JavaScript: 5.993882994332966%, CMake: 3.3470715976601477%, Shell: 0.3137410902356156%, C: 0.0927332842059957%',);0;2022-09-01T15:36:54Z
seegrid-fleet;;;;;;;;
segway-robotics;;;;;;;;
 ; ; ;vision_msg_proc;10;[];('C++: 69.39463873601989%, CMake: 30.605361263980118%',);0;2017-10-22T04:41:09Z
 ; ; ;android_core;2;[];('Java: 99.86647129132764%, CMake: 0.13352870867236455%',);0;2017-11-04T17:00:53Z
 ; ; ;loomo-algodev;19;['algorithm', 'android', 'development', 'loomo', 'native', 'robot', 'vision'];('C++: 80.3827686965549%, Java: 17.421255878681027%, CMake: 1.9840967974332928%, Python: 0.18145044009003164%, C: 0.03042818724074513%',);0;2019-07-02T08:02:06Z
 ; ; ;sdk;0;[];('%',);0;2021-04-27T09:31:37Z
sensyn-robotics;;;;;;;;
 ; ; ;crtmpserver;1;[];('C++: 81.5385718707986%, C: 4.2016509209153865%, ActionScript: 3.4370734296385663%, Lua: 1.988742703197657%, CMake: 1.5910667863749246%, JavaScript: 1.5707018577474936%, Objective-C: 1.5687954825565158%, Makefile: 1.2220772771878605%, PHP: 1.0162492764095754%, Shell: 0.9449266363280672%, Java: 0.5419854927873959%, HTML: 0.1935122118460944%, AngelScript: 0.07864554160875674%, Roff: 0.06720729046288908%, Batchfile: 0.016037759543147775%, sed: 0.011710590458864509%, CSS: 0.011044872138205545%',);0;2020-09-30T08:25:31Z
 ; ; ;baresip;0;[];('C: 91.21389725635373%, C++: 3.5941703989433864%, Makefile: 3.243991132290022%, Objective-C: 1.9479412124128608%',);0;2019-07-22T08:59:46Z
 ; ; ;vaultenv;3;['azure', 'azure-keyvault', 'dotenv', 'go'];('Go: 100.0%',);0;2022-11-24T09:38:32Z
 ; ; ;vsm-cpp-ardupilot;1;[];('C++: 92.90143495282267%, Dockerfile: 4.3211868393327135%, Makefile: 1.0897244004183173%, CMake: 1.087003005197865%, Shell: 0.6006508022284339%',);0;2020-06-09T09:21:23Z
 ; ; ;vsm-cpp-sdk;1;[];('C++: 71.99374164615942%, Python: 23.56151549598391%, CMake: 2.5814772713077585%, C: 1.8632655865489114%',);0;2024-04-02T03:55:51Z
 ; ; ;ROS_quadrotor_simulator;0;[];('C++: 78.4884236016774%, CMake: 21.511576398322603%',);0;2018-03-19T02:31:44Z
 ; ; ;wowza-webrtc-client;0;[];('TypeScript: 73.57079618035793%, JavaScript: 26.429203819642066%',);0;2020-10-15T04:03:56Z
 ; ; ;vision;0;[];('Jupyter Notebook: 46.89743864250011%, Python: 38.010619353152656%, C++: 10.086104821370931%, Cuda: 2.1040421854863833%, Batchfile: 1.555446262096626%, Shell: 1.0129679103850877%, CMake: 0.15452234778448654%, PowerShell: 0.0771136008912336%, C: 0.0514090672608224%, Dockerfile: 0.05033580907166118%',);0;2020-11-04T09:23:28Z
 ; ; ;vsm-cpp-common;0;[];('C++: 100.0%',);0;2023-05-29T06:41:11Z
 ; ; ;tagslam_root;0;[];('Shell: 100.0%',);0;2021-03-03T04:19:41Z
 ; ; ;package-test;0;[];('Vue: 51.013230614637415%, JavaScript: 40.44548651817116%, Dockerfile: 6.732540612962652%, Makefile: 1.8087422542287723%',);0;2021-03-02T05:01:24Z
 ; ; ;go-exif;0;[];('Go: 82.51429590870356%, HTML: 17.089233420446803%, Python: 0.3964706708496315%',);0;2021-01-31T23:11:35Z
 ; ; ;actions-azure-nsg-temp-door;0;['azure', 'github-actions'];('Shell: 86.13728129205921%, Dockerfile: 13.86271870794078%',);0;2021-06-14T02:44:26Z
 ; ; ;cocoapi;0;[];('Jupyter Notebook: 93.27122056373366%, Python: 5.49676184180576%, C++: 0.6767859759843097%, C: 0.5448379153973357%, Makefile: 0.010393703078926663%',);0;2020-09-20T10:10:16Z
 ; ; ;colmap;0;[];('C: 65.0309653454611%, C++: 31.384518706000275%, Cuda: 1.854510182987723%, Python: 0.9033477873072701%, CMake: 0.5727593935526862%, MATLAB: 0.13675111960478764%, Shell: 0.07096277331873405%, Batchfile: 0.02282441438687198%, GLSL: 0.010092086380891305%, Dockerfile: 0.008490079306048491%, Makefile: 0.00477811169360783%',);0;2021-08-30T10:57:23Z
 ; ; ;gas-slack;0;['gas', 'google-apps-script', 'google-sheets', 'typescript'];('TypeScript: 100.0%',);0;2021-11-28T10:38:40Z
 ; ; ;rviz_satellite;0;[];('C++: 97.11023323772932%, CMake: 2.8897667622706855%',);0;2021-04-21T10:55:13Z
 ; ; ;sensyn-opencv;0;[];('C++: 86.71600152291134%, C: 3.396425166937696%, Python: 2.853511109732315%, CMake: 2.1391910984455516%, Java: 1.6389248329620896%, Objective-C++: 0.8728266205180495%, Cuda: 0.7483951088716906%, Swift: 0.6574178008257497%, JavaScript: 0.5192721571355882%, Objective-C: 0.21785318127341913%, HTML: 0.08735433718194652%, Shell: 0.05682813889794934%, Perl: 0.03456309847099737%, PowerShell: 0.031787593431473214%, Kotlin: 0.01266841585936651%, TeX: 0.01120659177654021%, Batchfile: 0.0032635059255943307%, Prolog: 0.0018365390489159016%, Dockerfile: 0.0006731797937307398%',);100;2024-09-11T09:18:42Z
 ; ; ;twist_filter;0;[];('Python: 74.97077680563919%, CMake: 25.02922319436081%',);0;2021-02-28T21:50:13Z
 ; ; ;ublox-pub;0;[];('C++: 95.3493265993266%, C: 2.8031639142750255%, CMake: 1.5204959649404093%, Python: 0.3270135214579659%',);0;2022-03-14T19:43:52Z
 ; ; ;sensyn-kalibr;0;[];('C++: 77.39576082022722%, Python: 14.598634726930618%, TeX: 6.037705010038193%, CMake: 1.458477128771461%, C: 0.18774720097359152%, EmberScript: 0.13881162362731767%, MATLAB: 0.09987977798804869%, Shell: 0.04596202717352241%, HTML: 0.036214296474767656%, Makefile: 0.0008073877952503937%',);0;2022-04-28T02:10:15Z
 ; ; ;PLATEAU-UC22-024-CityGMLtoRobotMap;0;[];('Python: 100.0%',);0;2023-04-03T05:32:49Z
 ; ; ;vision_opencv-pub;0;[];('C++: 64.25902398923847%, Python: 19.92750915477169%, C: 12.580592563404013%, CMake: 2.309584145769782%, Shell: 0.9232901468160417%',);0;2021-11-23T18:01:11Z
 ; ; ;libuvc-theta-pub;0;[];('C: 92.86942210967126%, CMake: 3.8572800020412266%, Python: 3.2732978882875066%',);0;2020-07-28T06:54:50Z
 ; ; ;realsense-ros-pub;0;[];('C++: 72.37212122990546%, Python: 20.95162639200669%, EmberScript: 4.553701991969521%, CMake: 2.122550386118325%',);0;2022-03-23T10:29:11Z
 ; ; ;waypoint_navigation_plugin;0;[];('C++: 94.95055214986009%, CMake: 5.049447850139907%',);0;2022-02-28T02:20:27Z
 ; ; ;laravel-prometheus-exporter;0;[];('PHP: 100.0%',);0;2022-09-07T06:14:28Z
 ; ; ;frcnn_medium_sample;0;[];('Python: 100.0%',);0;2020-04-09T16:01:37Z
 ; ; ;CenterNet;0;[];('Python: 64.26230255955794%, Cuda: 12.346543814836053%, C++: 11.048682427149037%, C: 10.652824115101913%, Shell: 1.674334045769692%, Makefile: 0.01531303758536204%',);0;2020-06-22T00:53:44Z
 ; ; ;FCGF;0;[];('Python: 96.14356778337653%, Shell: 3.856432216623469%',);0;2021-02-18T03:43:36Z
seoulrobotics;;;;;;;;
 ; ; ;sensr_ros_driver;1;[];('C++: 75.47630679042501%, CMake: 24.523693209574986%',);0;2019-09-02T09:32:21Z
 ; ; ;sensr_sdk;5;[];('Python: 36.741218786542134%, C++: 31.72042214952856%, JavaScript: 18.459420654538995%, CMake: 6.625320090587486%, Shell: 6.342604242217913%, C: 0.11101407658491097%',);0;2024-01-11T01:37:01Z
 ; ; ;sensr_ros_interface;1;[];('CMake: 100.0%',);0;2022-09-14T10:43:57Z
 ; ; ;sensr_proto;3;[];('%',);0;2023-10-11T08:24:39Z
 ; ; ;pistache;0;[];('C++: 96.41907718066166%, CMake: 1.1856718608646477%, Meson: 0.858436593798574%, JavaScript: 0.5317573089823698%, Shell: 0.3247730599595086%, CSS: 0.2989595983584227%, Python: 0.27942079357729305%, C: 0.10190360379751762%',);0;2021-07-27T05:23:15Z
 ; ; ;gcem;0;[];('C++: 93.75926259978849%, Jupyter Notebook: 3.048213268817889%, CMake: 2.4730920370822322%, Makefile: 0.7194320943113931%',);0;2021-12-27T00:21:52Z
 ; ; ;license-protobuf;0;[];('%',);5;2024-11-05T07:12:35Z
 ; ; ;HesaiLidar_Swift_ROS;0;[];('C++: 90.95222445604377%, C: 7.18063485178498%, CMake: 1.524660813196785%, Python: 0.34247987897447635%',);0;2024-01-15T03:55:04Z
 ; ; ;velodyne;0;[];('C++: 88.5649911846233%, CMake: 6.591115445404714%, Python: 4.588799907762816%, Shell: 0.2550934622091766%',);0;2022-07-08T16:44:25Z
 ; ; ;auth_server_django;0;[];('Python: 79.93580327512105%, HTML: 14.354496490941733%, CSS: 4.836515967575213%, Shell: 0.8731842663620042%',);0;2022-11-14T08:14:14Z
 ; ; ;lz4;0;[];('C: 84.91506048368205%, Makefile: 4.825482791900527%, Python: 3.9747758215192603%, Shell: 1.8473993422223889%, Meson: 1.7785294641267582%, CMake: 0.9207949551643039%, Roff: 0.8678541645193633%, C++: 0.8097598455815522%, Dockerfile: 0.06034313128379075%',);0;2023-01-30T17:50:30Z
 ; ; ;backward-cpp;0;[];('C++: 90.1725290892069%, CMake: 8.096830279523873%, Python: 1.0036110739601445%, Shell: 0.7270295573090811%',);0;2023-03-20T06:00:38Z
 ; ; ;shp_to_geojson;0;[];('Go: 100.0%',);0;2023-05-31T07:17:59Z
 ; ; ;newman;0;[];('JavaScript: 97.03637293642184%, Dockerfile: 2.1629278218395003%, Shell: 0.8006992417386612%',);0;2022-12-29T12:45:45Z
 ; ; ;SUSTechPOINTS_CPU;0;[];('JavaScript: 96.74236717150325%, Python: 1.7222018315619156%, HTML: 1.1253788629891814%, CSS: 0.39806042706750944%, Dockerfile: 0.010599812329787357%, Shell: 0.0013918945483559157%',);0;2023-06-14T08:54:48Z
 ; ; ;bag_rdr;0;[];('C++: 93.66274832271206%, Meson: 3.651722140200714%, CMake: 2.685529537087219%',);0;2023-09-12T10:34:07Z
 ; ; ;restclient-cpp;0;[];('C++: 84.86338346278852%, CMake: 7.073211039497604%, Makefile: 6.073376301437779%, M4: 1.339998898253732%, Shell: 0.6500302980223654%',);0;2023-11-13T06:51:24Z
 ; ; ;sga_merge_gt_to_eval;0;[];('Python: 95.02487562189054%, Makefile: 4.975124378109452%',);0;2024-01-08T01:39:56Z
 ; ; ;IXWebSocket;0;[];('C++: 95.59921839344008%, Python: 1.800916711592839%, CMake: 1.159639439350393%, Shell: 0.8051882654530916%, JavaScript: 0.20563247222619283%, C#: 0.20062589474432715%, Ruby: 0.11116053191620585%, Makefile: 0.06980184837035903%, Dockerfile: 0.02387194190628703%, C: 0.012915518721334623%, Procfile: 0.011028982278892487%',);0;2023-11-21T06:28:12Z
 ; ; ;recastnavigation;0;[];('C++: 90.12326363014864%, C: 8.828457186559751%, CMake: 0.7482480504871196%, Lua: 0.3000311328044823%',);0;2019-05-08T23:49:54Z
 ; ; ;carla;0;[];('C++: 73.25953214361763%, Python: 17.23317209375608%, C: 4.60356120998096%, Batchfile: 2.140854464128908%, Shell: 1.6848267269333275%, CMake: 0.5206499298544165%, C#: 0.3687048522026483%, Makefile: 0.15030138760017994%, Dockerfile: 0.038397191925839076%',);0;2024-03-11T09:45:00Z
 ; ; ;paho.mqtt.cpp;0;[];('C++: 93.2514021388956%, CMake: 2.146436084047729%, M4: 2.0148677426148818%, HTML: 1.4086393077321102%, Shell: 0.6803331331206398%, C: 0.49832159358903355%',);0;2024-02-16T00:02:06Z
 ; ; ;ThirdParty-Mumps;0;[];('Fortran: 93.6640908111343%, C: 3.405189840614403%, Shell: 1.8735612178743246%, Makefile: 0.7614809767559172%, MATLAB: 0.0886542863747389%, HTML: 0.07738334708283566%, Scilab: 0.0670801146998332%, M4: 0.04219961108618317%, SystemVerilog: 0.010981575951496632%, BitBake: 0.009378218425964943%',);0;2024-05-08T15:51:13Z
 ; ; ;websocketpp_sr;0;[];('C++: 96.07366387876012%, Python: 2.1906011849118747%, CMake: 1.7357349363280112%',);2;2024-05-21T12:26:18Z
 ; ; ;osqp-cpp;0;[];('C++: 96.47287251747476%, CMake: 3.527127482525241%',);1;2024-08-13T17:48:31Z
septentrio-gnss;Leading manufacturer of high-precision GPS/GNSS receivers.;;;;;;;
 ; ; ;mosaicHAT;48;[];('%',);3;2024-07-09T12:56:44Z
 ; ; ;septentrio_gnss_driver;84;['automation', 'gnss', 'inertial-navigation-systems', 'robotics', 'ros'];('C++: 97.58554713493224%, CMake: 1.537616511870645%, Python: 0.7892190945884727%, C: 0.08761725860864457%',);40;2024-08-04T20:42:19Z
 ; ; ;mosaicHAT_Arduino_receiver;2;['arduino', 'arduino-uno', 'gnss', 'gnss-receiver', 'gps', 'gps-device', 'localization', 'mosaic-x5', 'mosaichat', 'navigation', 'septentrio'];('C++: 100.0%',);0;2021-05-11T14:02:51Z
 ; ; ;mowi;28;['esp32', 'gnss', 'gps', 'iot', 'kicad', 'rtk', 'rtk-gnss', 'wifi', 'wireless'];('HTML: 100.0%',);4;2024-07-09T12:50:46Z
 ; ; ;Septentrio-PX4-GNSSDrivers;1;[];('%',);0;2024-03-27T15:04:52Z
 ; ; ;Septentrio-ArduPilot-Autopilot;3;[];('%',);0;2024-04-17T09:13:14Z
 ; ; ;PointOneCorrectionsWithSeptentrio;1;[];('HTML: 100.0%',);0;2023-03-28T08:51:27Z
 ; ; ;SwiftCorrectionsWithSeptentrio;2;[];('%',);0;2023-05-05T08:38:14Z
 ; ; ;Septentrio_AgnosticCorrectionsProgram;14;[];('%',);1;2024-05-30T08:39:20Z
 ; ; ;uBloxCorrectionsWithSeptentrio;9;[];('C++: 77.2677545391864%, C: 21.927832682142036%, CMake: 0.8044127786715698%',);8;2024-10-20T10:04:54Z
 ; ; ;MosaicTimecard;2;[];('%',);0;2023-10-17T15:31:10Z
 ; ; ;Septentrio-PX4-Autopilot;2;[];('%',);1;2024-06-21T12:58:28Z
 ; ; ;MosaicBus;0;[];('%',);0;2023-10-17T21:57:45Z
 ; ; ;MosaicAlto;4;[];('%',);0;2023-10-17T21:49:00Z
 ; ; ;Septentrio-SUPL-3GPP-LPP;5;[];('C: 90.97536163400204%, C++: 8.863524619384206%, CMake: 0.1486907038911439%, Roff: 0.00663591101953211%, Shell: 0.005787131703080328%',);0;2023-08-31T09:49:59Z
 ; ; ;TopconCorrectionsWithSeptentrio;0;[];('%',);4;2024-05-30T09:35:56Z
 ; ; ;Eridano;0;[];('C++: 97.38679233459085%, C: 2.613207665409152%',);40;2024-08-05T07:23:10Z
 ; ; ;Septentrio-PyDataLink;4;[];('Python: 100.0%',);59;2024-07-30T15:02:53Z
seqsense;;;;;;;;
 ; ; ;ethzasl_xsens_driver;0;[];('Python: 95.83232918457938%, CMake: 4.167670815420616%',);0;2017-07-21T12:29:50Z
 ; ; ;usb_cam;0;[];('C++: 95.81960534240267%, CMake: 3.7233854111311864%, Python: 0.45700924646614943%',);0;2021-05-14T00:39:00Z
 ; ; ;urg_stamped;17;[];('C++: 97.86410600665461%, CMake: 1.7080147101745373%, C: 0.4278792831708598%',);15;2024-11-07T07:22:49Z
 ; ; ;protoc-assets;0;[];('Dockerfile: 59.794437726723096%, Makefile: 32.95042321644498%, Go: 6.045949214026602%, Ruby: 1.2091898428053205%',);1;2024-06-05T07:23:00Z
 ; ; ;pandoc-noto;0;[];('Dockerfile: 100.0%',);0;2019-05-12T15:36:08Z
 ; ; ;rosdep;0;[];('Python: 99.54099973337992%, Shell: 0.34040029787899123%, Makefile: 0.1185999687410935%',);0;2018-06-08T01:21:40Z
 ; ; ;aports-ros-experimental;5;[];('Shell: 99.94023469816607%, Makefile: 0.036184434443678554%, Dockerfile: 0.023580867390262425%',);64;2024-11-11T02:12:15Z
 ; ; ;ros-baremetal;0;[];('Dockerfile: 92.36334405144694%, Shell: 7.636655948553055%',);0;2021-04-12T15:34:18Z
 ; ; ;urg_stamped-release;1;[];('%',);9;2024-10-15T04:05:26Z
 ; ; ;gazebo_ros_pkgs;0;[];('C++: 88.65260643652576%, Python: 7.862640763829401%, CMake: 2.584114399334713%, Shell: 0.9006384003101338%',);0;2018-08-08T17:08:45Z
 ; ; ;ros_style;3;[];('C++: 80.10471204188482%, Python: 19.895287958115183%',);2;2024-07-25T03:22:47Z
 ; ; ;rosgo;1;[];('Go: 98.8417610062893%, Python: 0.8910691823899372%, Shell: 0.1559748427672956%, Dockerfile: 0.11119496855345912%',);0;2020-10-27T08:59:23Z
 ; ; ;gst-plugins-sq;0;[];('C: 97.54826916485776%, CMake: 2.451730835142237%',);0;2019-04-25T04:45:41Z
 ; ; ;aws-iot-device-sdk-go;51;[];('Go: 99.38526188526188%, Dockerfile: 0.5377130377130377%, Makefile: 0.058012558012558016%, Shell: 0.019012519012519012%',);32;2024-11-15T18:38:23Z
 ; ; ;sq-gst-go;1;[];('Go: 69.98372219207813%, C: 30.016277807921867%',);0;2023-09-05T01:02:35Z
 ; ; ;image_pipeline;0;[];('C++: 62.50776935821795%, Python: 35.02908432091559%, CMake: 2.4631463208664655%',);0;2019-01-18T02:47:52Z
 ; ; ;s3cat;1;[];('Go: 74.82935153583618%, Shell: 25.170648464163822%',);0;2018-11-22T11:14:11Z
 ; ; ;aports-ros-updater;0;[];('Shell: 67.295179922985%, Dockerfile: 21.617315097596602%, Makefile: 11.087504979418403%',);6;2024-08-22T03:13:23Z
 ; ; ;motion_planning_with_DRL-1;1;[];('Python: 99.05079815918286%, Dockerfile: 0.9492018408171432%',);0;2018-09-17T10:49:38Z
 ; ; ;CenterNet;0;[];('Python: 64.81244155590022%, Cuda: 12.156372752658957%, C++: 10.87850203461655%, C: 10.488741039907998%, Shell: 1.6488654426353617%, Makefile: 0.015077174280907005%',);0;2019-11-13T05:38:41Z
 ; ; ;s3sync;72;['aws-sdk-go', 'golang', 's3'];('Go: 95.0859909834697%, Makefile: 4.914009016530305%',);12;2024-10-04T04:19:39Z
 ; ; ;QATM_pytorch;1;[];('Jupyter Notebook: 85.60418190576439%, Python: 14.395818094235606%',);0;2019-07-12T08:58:55Z
 ; ; ;keras-centernet;0;[];('Python: 99.3155052931423%, Dockerfile: 0.6844947068577016%',);0;2019-08-13T03:25:52Z
 ; ; ;control_toolbox;0;[];('C++: 92.27336752577874%, Python: 5.683687622979904%, CMake: 2.0429448512413577%',);0;2019-05-23T00:01:05Z
 ; ; ;ros2_controllers;0;[];('C++: 90.56259293417908%, CMake: 5.185491915902802%, C: 4.251915149918124%',);0;2019-07-17T18:48:37Z
 ; ; ;control_msgs;0;[];('CMake: 100.0%',);0;2019-02-19T22:15:50Z
 ; ; ;realtime_tools;0;[];('C++: 95.57251908396947%, CMake: 4.427480916030534%',);0;2019-08-09T07:26:43Z
 ; ; ;ros2_control;0;[];('C++: 75.19860997152372%, CMake: 13.324967421207587%, C: 11.47642260726869%',);0;2019-07-17T18:48:13Z
 ; ; ;DCNv2;0;[];('Cuda: 55.024478227261014%, Python: 24.22485613673452%, C++: 15.086317959288843%, C: 5.6106673537748%, Shell: 0.05368032294082281%',);0;2019-04-08T04:02:11Z
 ; ; ;sq2_ccv_upper_body_controller;0;[];('%',);0;2019-05-24T08:13:03Z
hopetechnik;;;;;;;;
 ; ; ;pypyodbc;0;[];('Python: 73.45991357291767%, C: 23.030884566000747%, C++: 3.487111871988513%, Batchfile: 0.022089989093067884%',);0;2017-05-18T05:11:36Z
 ; ; ;moveit;0;[];('C++: 94.44690662234974%, Python: 3.5476066946294025%, CMake: 1.8509854947871036%, C: 0.07867941782022078%, Shell: 0.04512345036796916%, HTML: 0.020071978491326442%, GDB: 0.006416872919222008%, Makefile: 0.004209468635009637%',);0;2018-05-30T04:12:03Z
 ; ; ;urg_node;0;[];('C++: 88.82477626000941%, Python: 7.701365991521432%, CMake: 3.4738577484691473%',);0;2017-06-06T15:10:26Z
 ; ; ;psen_scan;0;[];('C++: 94.8383275731518%, CMake: 4.444960903236447%, C: 0.7167115236117463%',);0;2020-01-27T13:33:00Z
 ; ; ;gzweb;0;[];('JavaScript: 57.81140554034792%, C++: 37.793750833482605%, HTML: 3.233478500686119%, CMake: 0.4305044506327103%, CSS: 0.30506449675799924%, Python: 0.2198947398600512%, Shell: 0.144772804807383%, C: 0.0611286334252104%',);0;2022-06-28T09:57:01Z
sevensense-robotics;The developers' platform for robot autonomy.;;;;;;;
 ; ; ;core_research_manual;61;[];('%',);0;2023-10-11T10:41:45Z
