organization;top 3 repo;stars_count;languages;ros_repos;name_parts
SCHUNK-SE-Co-KG;['schunk_svh_ros_driver', 'SCHUNK_Control_Center', 'schunk_egu_egk_gripper', 'schunk_svh_library', 'bkstools'];23;['Shell', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'sed'];['schunk_svh_ros_driver'];['schunk', 'svh', 'ros', 'driver', 'schunk', 'svh', 'library', 'schunk_svh_library', 'release', 'schunk_svh_ros_driver', 'release', 'bkstools', 'SCHUNK', 'Control', 'Center', 'schunk', 'egu', 'egk', 'gripper', 'schunk', 'description', 'SCHUNK', '2DGrasping', 'Examples']
scythe-robotics;['canfetti', 'rosrust', 'roscpp_code_format', 'kalibr', 'imxrt-hal'];69;['MATLAB', 'Python', 'Makefile', 'C++', 'Objective-C', 'TeX', 'C', 'CMake', 'EmberScript', 'HTML', 'Rust', 'Dockerfile'];[];['roscpp', 'code', 'format', 'kalibr', 'rosrust', 'canfetti', 'imxrt', 'hal', 'teensy4', 'rs']
SeaosRobotics;['jetson-inference', 'realtime_object_detection', 'LittleSLAM', 'ArloBot', 'turtlebot'];3;['JavaScript', 'PowerShell', 'Yacc', 'Kotlin', 'Makefile', 'Lex', 'C++', 'Lua', 'CMake', 'HTML', 'Ruby', 'CSS', 'Java', 'Objective-C++', 'Prolog', 'QMake', 'TeX', 'Perl', 'EmberScript', 'Jupyter Notebook', 'XSLT', 'AIDL', 'Shell', 'Julia', 'MATLAB', 'Cuda', 'Python', 'Arduino', 'Objective-C', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'Swift', 'TypeScript', 'C', 'Batchfile'];['rplidar_ros', 'rtabmap_ros'];['Arlo', 'Bot', 'turtlebot', 'ST', 'M32', 'cleanflight', 'ARM', 'DEV', '', 'rtl8812au', 'rplidar', 'ros', 'librealsense', 'Step', 'Back', 'And', 'Steer', 'Turn', 'Recovery', 'redmine', 'slack', 'angular', 'cli', 'jetson', 'reinforcement', 'jetson', 'inference', 'X', 'L320', 'ar', 'track', 'alvar', 'Typescript', 'restful', 'starter', 'robot', 'state', 'publisher', 'widowx', 'arm', 'realtime', 'object', 'detection', 'jetson', 'easy', 'navigation', 'experimental', 'g2o', 'opencv', 'opencv', 'contrib', 'teb', 'local', 'planner', 'rtabmap', 'ros', 'rtabmap', 'zed', 'python', 'api', 'Little', 'SLAM', 'pipeline', 'planner', 'open']
seasony-org;['Adafruit_CircuitPython_BNO055', 'navigation2', 'rplidar_ros2', 'filters', 'laser_filters'];0;['Shell', 'Batchfile', 'Python', 'Makefile', 'C++', 'C', 'CMake', 'EmberScript', 'HTML', 'Dockerfile', 'CSS'];['rplidar_ros2', 'realsense-ros', 'ros2_aruco', 'ros2_laser_scan_matcher', 'depthai-ros', 'depthai-ros-examples'];['Adafruit', 'CircuitPython', 'BNO055', 'navigation2', 'rplidar', 'ros2', 'filters', 'laser', 'filters', 'roboclaw', 'python', 'library', 'realsense', 'ros', 'ros2', 'aruco', 'laser', 'geometry', 'sick', 'scan2', 'slam', 'toolbox', 'rf2o', 'laser', 'odometry', 'ros2', 'laser', 'scan', 'matcher', 'robot', 'localization', 'geographic', 'info', 'ueye', 'cam', 'Eigen', 'Rand', 'depthai', 'ros', 'depthai', 'ros', 'examples', 'py', 'trees', 'sick', 'scan', 'xd']
sec-airgraph;['AirGraph', 'AirGraph-doc', 'keras_ide_util'];6;['JavaScript', 'Shell', 'Batchfile', 'Python', 'C++', 'CMake', 'HTML', 'CSS', 'Java'];[];['Air', 'Graph', 'AirGraph', 'doc', 'keras', 'ide', 'util']
seedrobotics;['tinysafeboot', 'ros_robothands', 'AT42QT1070_demo', 'SeedDynamixelBenchmarking', 'usb2ax'];19;['JavaScript', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'FreeBASIC', 'CSS', 'Java', 'Common Lisp', 'Shell', 'MATLAB', 'Python', 'Objective-C', 'Assembly', 'VBA', 'Visual Basic .NET', 'C', 'C#', 'LabVIEW', 'Batchfile'];['ros_fts', 'ros_robothands'];['tinysafeboot', 'usb2ax', 'NICO', 'cad', 'NICO', 'software', 'AT42QT1070', 'demo', 'Seed', 'Dynamixel', 'Benchmarking', 'Dynamixel', 'SDK', 'dynamixel', 'workbench', 'dynamixel', 'workbench', 'msgs', 'open', 'manipulator', 'p', 'open', 'manipulator', 'msgs', 'open', 'manipulator', 'p', 'simulations', 'robotis', 'manipulator', 'ros', 'fts', 'ros', 'robothands']
seegrid-fleet;[];0;[];[];[]
segway-robotics;['loomo-algodev', 'vision_msg_proc', 'android_core', 'sdk'];31;['Python', 'C++', 'C', 'CMake', 'Java'];[];['vision', 'msg', 'proc', 'android', 'core', 'loomo', 'algodev', 'sdk']
sensyn-robotics;['vaultenv', 'crtmpserver', 'vsm-cpp-ardupilot', 'vsm-cpp-sdk', 'baresip'];6;['JavaScript', 'PowerShell', 'ActionScript', 'Kotlin', 'Makefile', 'C++', 'Lua', 'CMake', 'HTML', 'CSS', 'Java', 'Objective-C++', 'Vue', 'Prolog', 'Jupyter Notebook', 'Perl', 'TeX', 'EmberScript', 'AngelScript', 'GLSL', 'sed', 'Shell', 'Cuda', 'MATLAB', 'Python', 'Objective-C', 'Roff', 'PHP', 'Dockerfile', 'Go', 'Swift', 'TypeScript', 'C', 'Batchfile'];['ROS_quadrotor_simulator', 'realsense-ros-pub'];['crtmpserver', 'baresip', 'vaultenv', 'vsm', 'cpp', 'ardupilot', 'vsm', 'cpp', 'sdk', 'ROS', 'quadrotor', 'simulator', 'wowza', 'webrtc', 'client', 'vision', 'vsm', 'cpp', 'common', 'tagslam', 'root', 'package', 'test', 'go', 'exif', 'actions', 'azure', 'nsg', 'temp', 'door', 'cocoapi', 'colmap', 'gas', 'slack', 'rviz', 'satellite', 'sensyn', 'opencv', 'twist', 'filter', 'ublox', 'pub', 'sensyn', 'kalibr', 'PLATEAU', 'UC22', '024', 'CityGMLtoRobotMap', 'vision_opencv', 'pub', 'libuvc', 'theta', 'pub', 'realsense', 'ros', 'pub', 'waypoint', 'navigation', 'plugin', 'laravel', 'prometheus', 'exporter', 'frcnn', 'medium', 'sample', 'Center', 'Net', 'FCGF']
seoulrobotics;['sensr_sdk', 'sensr_proto', 'horus-sdk', 'sensr_ros_driver', 'sensr_ros_interface'];12;['JavaScript', 'Procfile', 'Makefile', 'Meson', 'C++', 'Lua', 'CMake', 'HTML', 'Fortran', 'Ruby', 'CSS', 'Jupyter Notebook', 'Shell', 'MATLAB', 'M4', 'Python', 'Roff', 'Dockerfile', 'Go', 'Scilab', 'BitBake', 'C', 'C#', 'Batchfile', 'SystemVerilog'];['sensr_ros_driver', 'sensr_ros_interface', 'HesaiLidar_Swift_ROS'];['sensr', 'ros', 'driver', 'sensr', 'sdk', 'sensr', 'ros', 'interface', 'sensr', 'proto', 'pistache', 'gcem', 'license', 'protobuf', 'HesaiLidar', 'Swift', 'ROS', 'velodyne', 'auth', 'server', 'django', 'lz4', 'backward', 'cpp', 'shp', 'to', 'geojson', 'newman', 'SUSTechPOINTS', 'CPU', 'bag', 'rdr', 'restclient', 'cpp', 'sga', 'merge', 'gt', 'to', 'eval', 'IX', 'Web', 'Socket', 'recastnavigation', 'carla', 'paho.mqtt.cpp', 'ThirdParty', 'Mumps', 'websocketpp', 'sr', 'osqp', 'cpp', 'horus', 'sdk']
septentrio-gnss;['septentrio_gnss_driver', 'mosaicHAT', 'mowi', 'Septentrio_AgnosticCorrectionsProgram', 'uBloxCorrectionsWithSeptentrio'];221;['Shell', 'Python', 'C++', 'Roff', 'C', 'CMake', 'HTML'];[];['mosaic', 'HAT', 'septentrio', 'gnss', 'driver', 'mosaicHAT', 'Arduino', 'receiver', 'mowi', 'Septentrio', 'PX4', 'GNSSDrivers', 'Septentrio', 'ArduPilot', 'Autopilot', 'Point', 'One', 'Corrections', 'With', 'Septentrio', 'Swift', 'Corrections', 'With', 'Septentrio', 'Septentrio', 'AgnosticCorrectionsProgram', 'u', 'Blox', 'Corrections', 'With', 'Septentrio', 'Mosaic', 'Timecard', 'Septentrio', 'PX4', 'Autopilot', 'Mosaic', 'Bus', 'Mosaic', 'Alto', 'Septentrio', 'SUPL', '3GPP', 'LPP', 'Topcon', 'Corrections', 'With', 'Septentrio', 'Eridano', 'Septentrio', 'PyDataLink']
seqsense;['s3sync', 'aws-iot-device-sdk-go', 'urg_stamped', 'aports-ros-experimental', 'ros_style'];161;['Shell', 'Cuda', 'Python', 'Makefile', 'C++', 'Jupyter Notebook', 'C', 'CMake', 'Ruby', 'Dockerfile', 'Go'];['aports-ros-experimental', 'ros-baremetal', 'gazebo_ros_pkgs', 'ros_style', 'aports-ros-updater', 'ros2_controllers', 'ros2_control'];['ethzasl', 'xsens', 'driver', 'usb', 'cam', 'urg', 'stamped', 'protoc', 'assets', 'pandoc', 'noto', 'rosdep', 'aports', 'ros', 'experimental', 'ros', 'baremetal', 'urg_stamped', 'release', 'gazebo', 'ros', 'pkgs', 'ros', 'style', 'rosgo', 'gst', 'plugins', 'sq', 'aws', 'iot', 'device', 'sdk', 'go', 'sq', 'gst', 'go', 'image', 'pipeline', 's3cat', 'aports', 'ros', 'updater', 'motion_planning_with_DRL', '1', 'Center', 'Net', 's3sync', 'QATM', 'pytorch', 'keras', 'centernet', 'control', 'toolbox', 'ros2', 'controllers', 'control', 'msgs', 'realtime', 'tools', 'ros2', 'control', 'DC', 'Nv2', 'sq2', 'ccv', 'upper', 'body', 'controller']
hopetechnik;['pypyodbc', 'moveit', 'urg_node', 'psen_scan', 'gzweb'];0;['Shell', 'JavaScript', 'Python', 'Makefile', 'CSS', 'C++', 'C', 'CMake', 'HTML', 'GDB', 'Batchfile'];[];['pypyodbc', 'moveit', 'urg', 'node', 'psen', 'scan', 'gzweb']
sevensense-robotics;['core_research_manual', 'alphasense_stereo_demo', 'alphasense_acp_bridge', 'image_anomalies_dataset', 'frontend_interview'];73;['JavaScript', 'Kaitai Struct', 'Python', 'C++', 'TypeScript', 'CMake', 'HTML'];[];['core', 'research', 'manual', 'alphasense', 'stereo', 'demo', 'image', 'anomalies', 'dataset', 'alphasense', 'acp', 'bridge', 'frontend', 'interview']
shadow-robot;['ros_ethercat', 'sr-build-tools', 'sr-ros-interface', 'sr-ros-interface-ethercat', 'sr-ronex'];197;['Dockerfile', 'Shell', 'Python', 'Makefile', 'Forth', 'C++', 'GAP', 'TeX', 'C', 'CMake', 'Objective-C', 'EmberScript', 'Brainfuck'];['sr-ros-interface', 'sr-ros-interface-ethercat', 'ros-workshop', 'simox_ros', 'gazebo_ros_pkgs', 'ros_ethercat', 'sr-ros-interface-release', 'sr-ros-interface-ethercat-release'];['sr', 'ros', 'interface', 'sr', 'ros', 'interface', 'ethercat', 'sr', 'config', 'sr', 'teleop', 'sr', 'visualization', 'sr', 'ethercat', 'user', 'manual', 'sr', 'manipulation', 'sr', 'contrib', 'sr', 'demo', 'sr', 'build', 'tools', 'taco', 'sr', 'taco', 'denso', 'csv', 'to', 'urdf', 'pr2', 'robot', 'sr', 'ronex', 'pr2', 'mechanism', 'ros', 'workshop', 'sr', 'ronex', 'release', 'simox', 'ros', 'rqt', 'common', 'plugins', 'gazebo', 'ros', 'pkgs', 'ros', 'ethercat', 'tabletop', 'diagnostics', 'sr', 'config', 'release', 'sr', 'ros', 'interface', 'release', 'sr', 'ros', 'interface', 'ethercat', 'release', 'sr', 'visualization', 'release', 'ar', 'tools']
YDLIDAR;['YDLidar-SDK', 'ydlidar_ros2_driver', 'ydlidar_ros_driver', 'ydlidar_arduino', 'compensator'];405;['JavaScript', 'Yacc', 'Makefile', 'SWIG', 'C++', 'Scheme', 'CMake', 'HTML', 'Ruby', 'CSS', 'Perl', 'Shell', 'M4', 'Python', 'OCaml', 'Objective-C', 'GDB', 'Assembly', 'Pike', 'Starlark', 'C', 'C#', 'Batchfile'];['ydlidar_ros2', 'etlidar_ros', 'ydlidar_ros_driver', 'ydlidar_ros2_driver', 'EaiRosForRap', 'EaiRosForGS2', 'TIA_ros_driver', 'LIDAR_ros_driver', 'LIDAR_ros2_driver'];['sdk', 'ydlidar', 'ros2', 'ydlidar', 'lcm', 'ydlidar', 'arduino', 'Interactive', 'etlidar', 'sdk', 'etlidar', 'ros', 'Serial', 'Tools', 'ydlidar', 'tutorials', 'lidar', 'Car', 'YDLidar', 'SDK', 'ydlidar', 'ros', 'driver', 'Jig', 'Software', 'ydlidar', 'ros2', 'driver', 'compensator', 'swig', 'ydlidar', 'apollo', 'driver', 'S2', 'Pro', 'Eai', 'Ros', 'For', 'Rap', 'Eai', 'Ros', 'For', 'G', 'S2', 'Eai', 'Sdk', 'For', 'G', 'S2', 'TIA', 'SDK', 'TIA', 'ros', 'driver', 'TEA', 'SDK', 'LIDAR', 'ros', 'driver', 'LIDAR', 'SDK', 'LIDAR', 'ros2', 'driver']
shield-ai;['csm', 'janus-gateway', 'jetson-inference', 'rtlizer', 'cpulimit'];5;['JavaScript', 'Makefile', 'C++', 'CMake', 'HTML', 'Fortran', 'Ruby', 'CSS', 'Java', 'Visual Basic', 'EmberScript', 'Batchfile', 'Shell', 'Cuda', 'MATLAB', 'M4', 'Python', 'Objective-C', 'Assembly', 'NSIS', 'Go', 'Logos', 'ApacheConf', 'C', 'C#', 'Emacs Lisp', 'Inno Setup'];['ros_comm'];['csm', 'janus', 'gateway', 'cpulimit', 'Bootloader', 'jetson', 'inference', 'github', 'pullrequest', 'resource', 'laser', 'geometry', 'geographiclib', 'ceres', 'solver', 'concourse', 'rsync', 'resource', 'github', 'status', 'resource', 'binary', 'star', 'git', 'resource', 'tpm2', 'tools', 'tpm2', 'tss', 'tpm2', 'abrmd', 'tboot', 'rtlizer', 'sys', 'stats', 'bag', 'database', 'ros', 'comm', 'graphene', 'sqlalchemy', 'webhooks', 'distance', 'transform', 'Dope', 'Vector']
SICKAG;['sick_scan', 'sick_scan_xd', 'sick_safetyscanners', 'sick_scan2', 'sick_safetyscanners2'];574;"['Shell', 'JavaScript', 'PowerShell', 'Makefile', 'Python', 'CSS', 'C++', 'Starlark', 'TypeScript', 'C', 'CMake', 'HTML', 'C#', 'Batchfile', ""Cap'n Proto"", 'Java']";[];['gui', 'check', 'libsick', 'ldmrs', 'sick', 'ldmrs', 'laser', 'sick', 'scan', 'sick_scan', 'release', 'sick', 'scan2', 'sick', 'safetyscanners', 'sick_safetyscanners', 'release', 'Definitely', 'Typed', 'sick', 'line', 'guidance', 'sick_line_guidance', 'release', 'commute', 'logger', 'sick', 'scan', 'base', 'sick_scan2', 'release', 'Constraints', 'Network', 'sick', 'safetyscanners', 'base', 'sick', 'lidar', 'localization', 'consolectrl', 'C', 'P210x', 'Relay', 'sick', 'safetyscanners', 'isaac', 'sick_safetyscanners_base', 'release', 'sick_safetyscanners2', 'release', 'sick_safetyscanners2_interfaces', 'release', 'sick', 'safetyscanners2', 'sick', 'safetyscanners2', 'interfaces', 'sick', 'scan', 'xd', 'msgpack11', 'collage', 'SICK', 'Solution', 'Hackathon', 'SICK', 'AppSpace', 'SDK', 'Docs']
siemens;['jailhouse', 'codeface', 'restapidoc', 'xenomai', 'u-boot'];1969;['JavaScript', 'Raku', 'Yacc', 'ActionScript', 'Makefile', 'Thrift', 'C++', 'GAP', 'R', 'Lua', 'CMake', 'HTML', 'Emacs Lisp', 'Awk', 'Rust', 'XS', 'Ruby', 'CSS', 'LLVM', 'Java', 'Groovy', 'D', 'Prolog', 'Pascal', 'Perl', 'XSLT', 'SmPL', 'GLSL', 'Batchfile', 'Smalltalk', 'sed', 'Shell', 'MATLAB', 'M4', 'Python', 'OCaml', 'Objective-C', 'Roff', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'NSIS', 'Go', 'Erlang', 'Dart', 'Swift', 'Gherkin', 'Smarty', 'Pawn', 'Tcl', 'Haskell', 'C', 'C#', 'ASL', 'Clojure', 'UnrealScript', 'Vim Script', 'Lex', 'Haxe'];[];['testswarm', 'Keyboard', 'tstomp', 'linux', 'mongoose', 'tslib', 'android', 'x86', 'siemens', 'libconnman', 'qt', 'qemu', 'AS', 'Lan', 'PP', 'Connector', 'u', 'boot', 'thrift', 'jquery', 'ui', 'codeface', 'jailhouse', 'django', 'dingos', 'django', 'mantis', 'openioc', 'importer', 'django', 'mantis', 'stix', 'importer', 'django', 'mantis', 'core', 'django', 'mantis', 'iodef', 'importer', 'spdx', 'tools', 'sparring', 'omniproperties', 'python', 'stix', 'python', 'cybox', 'xenomai', 'restapidoc', 'django', 'dingos', 'authoring', 'django', 'mantis', 'authoring', 'openembedded', 'core']
SimbeRobotics;['realsense-ros', 'github-tag-action', 'rtl8822bu', 'docker-pgbouncer', 'rtl8821CU'];0;['Shell', 'Python', 'Makefile', 'C++', 'Objective-C', 'C', 'CMake', 'Dockerfile'];['realsense-ros'];['realsense', 'ros', 'github', 'tag', 'action', 'rtl8822bu', 'docker', 'pgbouncer', 'rtl8821', 'CU']
logiticks;['Remotely'];0;['PowerShell', 'JavaScript', 'Shell', 'Makefile', 'TypeScript', 'C#', 'HTML', 'CSS'];[];['Remotely']
skarvtech;['uwrosys', 'uuv_simulator', 'DomainModelsRepositories', 'ComponentRepository', 'uuv_manipulators'];0;['Shell', 'Batchfile', 'Makefile', 'Python', 'C++', 'Objective-C', 'C', 'CMake', 'HTML', 'Lua', 'Assembly', 'RPC', 'GLSL', 'Dockerfile', 'CSS', 'Common Lisp'];[];['uwrosys', 'uuv', 'simulator', 'Domain', 'Models', 'Repositories', 'Component', 'Repository', 'uuv', 'manipulators', 'ArduinoCore', 'avr', 'septentrio', 'vendor', 'pps', 'gpio', 'poll', 'imc']
Skycatch;['node-box', 'acopio-api', 'acopio-ui', 'model-trainer-image-marker', 'photoset-grapher'];48;['JavaScript', 'Shell', 'Cuda', 'Python', 'Makefile', 'Haskell', 'C++', 'QMake', 'TeX', 'C', 'CMake', 'HTML', 'Dockerfile', 'CSS', 'Go', 'Java'];[];['node', 'box', 'geomag', 'exif', 'parser', 'exec', 'thunk', 'ptolemy', 'Leaflet.draw.drag', 'Leaflet.label', 'obj2gltf', 'tasque', 'go', 'go', 'srtm', 'downloader', 'lidar2dems', 'Onboard', 'SDK', 'libsbp', 'convert', 'units', 'lab', 'markdown', 'reporter', 'acopio', 'api', 'acopio', 'ui', 'model', 'trainer', 'image', 'marker', 'docker', 'jnlp', 'slave', 'terraform', 'jnlp', 'slave', 'jenkins', 'datadog', 'plugin', 's3', 'downloader', 'dynamo', 'backup', 'to', 's3', 'Line3', 'Dpp', 'libuvc', 'photoset', 'grapher', 'child', 'process', 'promise', 'redis', 'commands', 'node', 'redis', 'now', 'github', 'starter']
AYTroblab;['publications', 'cartographer', 'cartographer_ros'];0;['Shell', 'Groovy', 'Python', 'C++', 'Lua', 'CMake', 'C', 'XSLT', 'GLSL', 'Batchfile'];['cartographer_ros'];['publications', 'cartographer', 'cartographer', 'ros']
slamcore;['acdc', 'semlaps', 'slamcore-ros1-examples', 'slamcore-utils', 'slamcore-ros2-docker'];79;['JavaScript', 'Makefile', 'C++', 'Pug', 'CMake', 'Less', 'Jinja', 'HTML', 'Ruby', 'CSS', 'Jupyter Notebook', 'Shell', 'Python', 'Roff', 'Dockerfile', 'Go', 'TypeScript', 'C', 'RAML'];['slamcore-ros2-docker', 'slamcore-ros2-examples', 'tracer_ros2'];['slamcore', 'ros1', 'examples', 'follow', 'waypoints', 'slamcore', 'ros2', 'docker', 'slamcore', 'dkms', 'slamcore', 'utils', 'acdc', 'Active', 'Stereo', 'Net', 'slamcore', 'ros2', 'examples', 'buildbot', 'source', 'navigation2', 'cmd', 'vel', 'mux', 'turtlebot4', 's3', 'cp', 'action', 'slamcore', 'python', 'rosboard', 'rosboard', 'client', 'vision', 'msgs', 'semlaps', 'uri', 'tracer', 'ros2', 'ssh', 'agent', 'action', 'cache', 'apt', 'pkgs', 'action', 'actions', 'poetry', 'pre', 'commit', 'action', 'markdownlint', 'markdown', 'link', 'check', 'sphinx', 'autobuild', 'rtw88', 'gh', 'find', 'current', 'pr', 'sticky', 'pull', 'request', 'comment']
sliQue-Inc;[];0;[];[];[]
SmallRobotCompany;['smallteacher', 'smallssd'];11;['Python'];[];['smallssd', 'smallteacher']
smartmicro;['smartmicro_ros2_radars'];46;['Shell', 'Python', 'C++', 'CMake', 'Dockerfile'];['smartmicro_ros2_radars'];['smartmicro', 'ros2', 'radars']
oxin-ros;['livox_laser_simulation', 'transform_pointcloud', 'ublox', 'Xavier_AGX_Stress_Test', 'livox_ros_driver'];3;['Shell', 'Python', 'OCaml', 'Makefile', 'C++', 'TypeScript', 'C', 'CMake', 'Dockerfile'];['livox_ros_driver', 'ros-system-monitor', 'mpc_ros'];['ublox', 'Xavier', 'AGX', 'Stress', 'Test', 'livox', 'ros', 'driver', 'costmap', 'converter', 'move', 'base', 'flex', 'Livox', 'SDK', 'loam', 'livox', 'LIO', 'Livox', 'livox', 'horizon', 'loam', 'LIO', 'SAM', 'my', 'pointcloud', 'tools', 'axrosbag', 'transform', 'pointcloud', 'livox', 'laser', 'simulation', 'graph', 'slam', 'arduino', 'liquid', 'flow', 'ros', 'system', 'monitor', 'cloud', 'accumulator', 'mpc', 'ros', 'adaptive', 'clustering', 'livox', 'mapping', 'yolov5', 'pip', 'docker', 'ansible', 'kinesisvideo', 'ros1', 'dynamic', 'obstacle', 'layer', 'jetson', 'containers', 'vision', 'opencv', 'gscam', 'perception', 'pcl', 'rosbag', 'uploader', 'ros1']
SNCFdevelopers;['API-trains-sncf', 'bootstrap-sncf', 'wcs', 'Pypixgrid', 'proj4las'];107;['JavaScript', 'Shell', 'Python', 'Makefile', 'MDX', 'C++', 'TypeScript', 'HTML', 'PLpgSQL', 'Ruby', 'Dockerfile', 'CSS', 'SCSS'];[];['proj4las', 'articles', 'infra', 'validation', 'sncf', 'transilien', 'API', 'trains', 'sncf', 'Pypixgrid', 'bootstrap', 'sncf', 'wcs', 'flatpickr', 'wcs', 'cdk', 'bootstrap', 'sncf', 'doc', 'int', 'bootstrap', 'sncf', 'doc', 'ext', 'angular', 'bootstrap', 'sncf', 'icon', 'builder', 'sncf', 'public', 'apis', 'wcs', 'stackblitz', 'starter', 'Mon', 'eCarbone', 'ngx', 'piano']
softbankrobotics-research;['qibullet', 'aruco', 'sbre_robot_ros_gentoo_prefix', 'qi-gym', 'naoqi_driver'];194;['Shell', 'Cuda', 'Python', 'Makefile', 'C++', 'QMake', 'HCL', 'C', 'CMake', 'Jupyter Notebook', 'HTML', 'Roff', 'Objective-C', 'Lua', 'Dockerfile', 'Batchfile'];['darknet_ros', 'sbre_robot_ros_gentoo_prefix'];['aruco', 'dmpbbo', 'naoqi', 'driver', 'naoqi', 'bridge', 'msgs', 'depthimage', 'to', 'laserscan', 'openpose', 'Py', 'Open', 'Pose', 'qibullet', 'pepper', 'moveit', 'config', 'simox', 'cgal', 'Simox', 'darknet', 'ros', 'sbre', 'robot', 'ros', 'gentoo', 'prefix', 'qi', 'gym', 'simple', 'ns', 'learn', 'spatial', 'structure', 'learn', 'masked', 'body', 'image', 'taxons', 'NeurIPS19', 'SBDRL', 'Generative', 'Continual', 'Learning', 'hand', 'gesture']
solectrix;['SXIVE-SCT'];1;['Python'];[];['SXIVE', 'SCT']
Solid-State-of-Mind-Inc;['linux-install-scripts', 'leo_ui', 'image_transport_plugins', 'leo_navigation_tutorial', 'sphero_ros2'];1;['JavaScript', 'PowerShell', 'HLSL', 'C++', 'Lua', 'CMake', 'HTML', 'Jinja', 'Awk', 'CSS', 'Scala', 'Java', 'Objective-C++', 'QMake', 'Jupyter Notebook', 'GLSL', 'Shell', 'Python', 'Mathematica', 'Objective-C', 'Roff', 'Dockerfile', 'Tcl', 'C', 'C#', 'ShaderLab', 'Batchfile'];['sphero_ros2', 'ZeroSimROSUnity'];['leo', 'ui', 'image', 'transport', 'plugins', 'leo', 'navigation', 'tutorial', 'sphero', 'ros2', 'email', 'signature', 'core2', 'firmware', 'leo', 'robot', 'leo', 'simulator', 'Zero', 'Sim', 'ROS', 'Unity', 'tensil', 'cmake', 'library', 'example', 'linux', 'install', 'scripts', 'o3de']
getsomatic;['rviz_vive_plugin', 'aubo_robot', 'rviz_vive_plugin_msgs', 'rplidar_ros', 'urdfdom'];5;['Shell', 'Python', 'Makefile', 'C++', 'Jupyter Notebook', 'C', 'CMake', 'Lua', 'EmberScript', 'Dockerfile', 'Batchfile', 'Java'];['rplidar_ros', 'xarm_ros', 'serial-ros2', 'ros2_intel_realsense', 'ros2_java', 'ros2_android'];['rviz', 'vive', 'plugin', 'aubo', 'robot', 'rviz', 'vive', 'plugin', 'msgs', 'rplidar', 'ros', 'urdfdom', 'urdfdom', 'headers', 'xarm', 'ros', 'serial', 'ros2', 'ros2', 'intel', 'realsense', 'ros2', 'java', 'ros2', 'android', 'image', 'transport', 'plugins', 'rosbag2', 'kdl', 'parser', 'xArm', 'CPLUS', 'SDK', 'launch', 'docker', 'ubuntu', 'steamvr']
sony;['sonyflake', 'gobreaker', 'nnabla', 'v8eval', 'ai-research-code'];11859;['JavaScript', 'Makefile', 'SWIG', 'C++', 'CMake', 'HTML', 'Emacs Lisp', 'Ruby', 'CSS', 'Java', 'Cython', 'Jupyter Notebook', 'Perl', 'GLSL', 'Shell', 'Cuda', 'M4', 'Python', 'Objective-C', 'GDB', 'Assembly', 'PHP', 'Dockerfile', 'Go', 'Smarty', 'Haskell', 'Tcl', 'TypeScript', 'C', 'C#', 'Batchfile'];[];['gobreaker', 'sonyflake', 'generator', 'cordova', 'plugin', 'devbed', 'cordova', 'plugin', 'cdp', 'nativebridge', 'v8eval', 'cdn', 'purge', 'control', 'php', 'huis', 'ui', 'creator', 'node', 'win', 'usbdev', 'pdaf', 'library', 'smarttennissensormp4meta', 'smarttennissensorsdk', 'openocd', 'nuttx', 'nnabla', 'ext', 'cuda', 'nnabla', 'easyhttpcpp', 'nmos', 'cpp', 'nmos', 'js', 'cdp', 'js', 'cdp', 'lib', 'cdp', 'cli', 'nnabla', 'examples', 'nnabla', 'c', 'runtime', 'mapray', 'js', 'typescript', 'fsa', 'redux', 'middleware', 'nnabla', 'doc', 'nnabla', 'dataset', 'uploader', 'appsync', 'client', 'go', 'isren', 'ai', 'research', 'code', 'nnabla', 'nas']
SouthieAutonomy;['ur_modern_driver', 'robot_self_filter', 'test_123', 'motoman', 'ros_astra_camera'];0;['Shell', 'Cuda', 'Python', 'Makefile', 'Meson', 'C++', 'Objective-C', 'Starlark', 'C', 'CMake', 'Jinja', 'HTML', 'Ruby'];['ros_astra_camera'];['ur', 'modern', 'driver', 'robot', 'self', 'filter', 'test', '123', 'motoman', 'ros', 'astra', 'camera', 'convert', 'STL', 'json']
swri-robotics-gbp;['novatel_gps_driver-release', 'marti_messages-release', 'marti_common-release', 'mapviz-release', 'swri_console-release'];2;[];[];['marti_messages', 'release', 'marti_common', 'release', 'mapviz', 'release', 'swri_console', 'release', 'imagezero_transport', 'release', 'gps_umd', 'release', 'swri_profiler', 'release', 'novatel_gps_driver', 'release', 'qt_metapackages', 'release', 'os1_driver', 'release', 'geos_cmake_module', 'release']
